,DATE,station_id,LAT,LON,ENTRIES_diff_sum,EXITS_diff_sum
197,10/12/2019,BEDFORD PK BLVD-4,40.873399,-73.890084,2626.0,2406.0
198,10/12/2019,BEDFORD PK BLVD-BD,40.873026,-73.88691899999999,7452.0,3958.0
199,10/12/2019,BEDFORD-NOSTRAN-G,40.689636,-73.953459,10724.0,5786.0
200,10/12/2019,BERGEN ST-23,40.680801,-73.97513199999999,4394.0,3080.0
201,10/12/2019,BERGEN ST-FG,40.686153999999995,-73.990881,19143.0,13344.0
202,10/12/2019,BEVERLEY ROAD-BQ,40.643982,-73.96451,2291.0,2427.0
203,10/12/2019,BEVERLY RD-25,40.645089,-73.948975,6.0,11.0
204,10/12/2019,BLEECKER ST-6DF,40.725665,-73.995645,12192.0,4374.0
205,10/12/2019,BOROUGH HALL-2345R,40.692403999999996,-73.990151,46312.0,38236.0
206,10/12/2019,BOTANIC GARDEN-2345S,40.670499,-73.958759,1374.0,2031.0
207,10/12/2019,BOWERY-JZ,40.720315,-73.994014,3442.0,4028.0
208,10/12/2019,BOWLING GREEN-45,40.704782,-74.014099,18332.0,16139.0
209,10/12/2019,BRIARWOOD-EF,40.709174,-73.820593,2228.0,739.0
210,10/12/2019,BRIGHTON BEACH-BQ,40.577961,-73.96180600000001,12880.0,7380.0
211,10/12/2019,BROAD CHANNEL-AS,40.608693,-73.816068,109.0,57.0
212,10/12/2019,BROAD ST-JZ,40.706539,-74.011052,7950.0,3837.0
213,10/12/2019,BROADWAY JCT-ACJLZ,40.678847999999995,-73.904139,11504.0,8473.0
214,10/12/2019,BROADWAY-G,40.7061,-73.95034799999999,3783.0,3143.0
215,10/12/2019,BROADWAY-NQW,40.761959000000004,-73.925382,5921.0,3240.0
216,10/12/2019,BRONX PARK EAST-25,40.848797,-73.868465,1340.0,539.0
217,10/12/2019,BROOK AV-6,40.808044,-73.919234,6612.0,6490.0
218,10/12/2019,BROOKLYN BRIDGE-456JZ,40.713159000000005,-74.003917,36048.0,25260.0
219,10/12/2019,BUHRE AV-6,40.846817,-73.832545,1659.0,1618.0
220,10/12/2019,BURKE AV-25,40.871387,-73.867135,1797.0,818.0
221,10/12/2019,BURNSIDE AV-4,40.853390000000005,-73.907733,5966.0,3139.0
222,10/12/2019,BUSHWICK AV-L,40.682558,-73.905501,888.0,682.0
223,10/12/2019,CANAL ST-1,40.722819,-74.00626700000001,4752.0,5566.0
224,10/12/2019,CANAL ST-6JNQRWZ,40.718233000000005,-74.000323,2475.0,3059.0
225,10/12/2019,CANAL ST-6JNQRWZ,40.718697,-74.000977,55686.0,54460.0
226,10/12/2019,CANAL ST-ACE,40.720852,-74.005237,19048.0,25500.0
227,10/12/2019,CANARSIE-ROCKAW-L,40.64666,-73.901832,5355.0,5721.0
228,10/12/2019,CARROLL ST-FG,40.680231,-73.99498,11582.0,5868.0
229,10/12/2019,CASTLE HILL AV-6,40.834255,-73.85122199999999,3407.0,3721.0
230,10/12/2019,CATHEDRAL PKWY-1,40.804032,-73.96674200000001,15756.0,7274.0
231,10/12/2019,CATHEDRAL PKWY-BC,40.800637,-73.958201,9708.0,3616.0
232,10/12/2019,CENTRAL AV-M,40.697672999999995,-73.927131,4080.0,2954.0
233,10/12/2019,CENTRAL PK N110-23,40.79911,-73.95180699999999,5193.0,5301.0
234,10/12/2019,CHAMBERS ST-123,40.715436,-74.009335,7060.0,7912.0
235,10/12/2019,CHAMBERS ST-23ACE,40.712557000000004,-74.009807,9975.0,8976.0
236,10/12/2019,CHAMBERS ST-23ACE,40.713060999999996,-74.008777,9975.0,8976.0
237,10/12/2019,CHAMBERS ST-23ACE,40.71433,-74.008563,19950.0,17952.0
238,10/12/2019,CHAMBERS ST-456JZ,40.713159000000005,-74.003917,11836.0,27984.0
239,10/12/2019,CHAUNCEY ST-JZ,40.682867,-73.91048,2342.0,1028.0
240,10/12/2019,CHRISTOPHER ST-1,40.733405,-74.002898,14940.0,11650.0
241,10/12/2019,CHURCH AV-25,40.650843,-73.949575,0.0,9.0
242,10/12/2019,CHURCH AV-BQ,40.650494,-73.962836,21744.0,17848.0
243,10/12/2019,CHURCH AV-FG,40.644039,-73.979541,11254.0,6372.0
244,10/12/2019,CITY HALL-NRW,40.713086,-74.007232,1780.0,1463.0
245,10/12/2019,CLARK ST-23,40.697356,-73.992888,3760.0,2659.0
246,10/12/2019,CLASSON AV-G,40.688855,-73.960025,3562.0,3010.0
247,10/12/2019,CLEVELAND ST-J,40.679938,-73.884687,24.0,91.0
248,10/12/2019,CLINTON-WASH AV-C,40.683263000000004,-73.965838,7156.0,5612.0
249,10/12/2019,CLINTON-WASH AV-G,40.688123,-73.96674200000001,3039.0,1564.0
250,10/12/2019,CONEY IS-STILLW-DFNQ,40.577422999999996,-73.981225,20460.0,17354.0
251,10/12/2019,CORTELYOU RD-BQ,40.640905,-73.96386600000001,4109.0,1064.0
252,10/12/2019,CORTLANDT ST-NRW,40.710662,-74.011052,33744.0,26520.0
253,10/12/2019,COURT SQ-23 ST-EGM,40.747257,-73.945112,7365.0,2259.0
254,10/12/2019,COURT SQ-7,40.747029,-73.94537,2702.0,3094.0
255,10/12/2019,COURT SQ-EGM,40.747257,-73.945112,11076.0,11139.0
256,10/12/2019,CRESCENT ST-JZ,40.683209000000005,-73.873765,20.0,168.0
257,10/12/2019,CROWN HTS-UTICA-34,40.669278999999996,-73.932967,28282.0,22896.0
258,10/12/2019,CYPRESS AV-6,40.805737,-73.91447099999999,3474.0,2758.0
259,10/12/2019,CYPRESS HILLS-J,40.689945,-73.872564,6.0,120.0
260,10/12/2019,DEKALB AV-BDNQR,40.690612,-73.981848,8245.0,4582.0
261,10/12/2019,DEKALB AV-L,40.703839,-73.91844,3240.0,1403.0
262,10/12/2019,DELANCEY/ESSEX-FJMZ,40.718379999999996,-73.987813,58608.0,52359.0
263,10/12/2019,DITMAS AV-F,40.63615,-73.978179,3634.0,1688.0
264,10/12/2019,DYCKMAN ST-1,40.860523,-73.925575,5766.0,2384.0
265,10/12/2019,DYCKMAN ST-A,40.865286,-73.92698,0.0,0.0
266,10/12/2019,E 143/ST MARY'S-6,40.808741999999995,-73.90769,888.0,926.0
267,10/12/2019,E 149 ST-6,40.812104,-73.904085,5074.0,5078.0
268,10/12/2019,E 180 ST-25,40.841882,-73.873551,4033.0,3089.0
269,10/12/2019,EAST 105 ST-L,40.650625,-73.899558,1470.0,1573.0
270,10/12/2019,EAST BROADWAY-F,40.713646999999995,-73.990152,10958.0,8112.0
271,10/12/2019,EASTCHSTER/DYRE-5,40.888244,-73.83085,1515.0,1652.0
272,10/12/2019,EASTN PKWY-MUSM-23,40.672013,-73.96436,3121.0,2792.0
273,10/12/2019,ELDER AV-6,40.828894,-73.879559,3863.0,3706.0
274,10/12/2019,ELMHURST AV-MR,40.742445000000004,-73.882005,4645.0,1462.0
275,10/12/2019,EUCLID AV-AC,40.675382,-73.87207,6059.0,2166.0
276,10/12/2019,EXCHANGE PLACE-1,40.716737,-74.033024,4411.0,7851.0
277,10/12/2019,FAR ROCKAWAY-A,40.603983,-73.755383,2485.0,2585.0
278,10/12/2019,FLATBUSH AV-B.C-25,40.632836,-73.947642,12.0,51.0
279,10/12/2019,FLUSHING AV-G,40.700374,-73.950284,2040.0,2432.0
280,10/12/2019,FLUSHING AV-JM,40.700244,-73.94165799999999,6021.0,3484.0
281,10/12/2019,FLUSHING-MAIN-7,40.759578000000005,-73.830056,74730.0,62436.0
282,10/12/2019,FORDHAM RD-4,40.862941,-73.901199,6652.0,1442.0
283,10/12/2019,FORDHAM RD-BD,40.862803,-73.901034,13822.0,8314.0
284,10/12/2019,FOREST AVE-M,40.704423999999996,-73.903077,2990.0,1908.0
285,10/12/2019,FOREST HILLS 71-EFMR,40.721681,-73.84439,35106.0,21360.0
286,10/12/2019,FRANKLIN AV-2345S,40.670711,-73.958051,10643.0,5259.0
287,10/12/2019,FRANKLIN AV-ACS,40.681159,-73.956056,8568.0,8198.0
288,10/12/2019,FRANKLIN ST-1,40.719322999999996,-74.006953,4208.0,2730.0
289,10/12/2019,FREEMAN ST-25,40.829966,-73.891876,5072.0,3832.0
290,10/12/2019,FRESH POND RD-M,40.706181,-73.89591,3594.0,3233.0
291,10/12/2019,FT HAMILTON PKY-D,40.640871999999995,-73.994229,1515.0,700.0
292,10/12/2019,FT HAMILTON PKY-FG,40.650721999999995,-73.975818,6046.0,1964.0
293,10/12/2019,FT HAMILTON PKY-N,40.631428,-74.005387,6946.0,4456.0
294,10/12/2019,FULTON ST-2345ACJZ,40.709938,-74.007983,155151.0,134578.0
295,10/12/2019,FULTON ST-G,40.687129999999996,-73.975346,3606.0,3507.0
296,10/12/2019,GATES AV-JZ,40.689652,-73.92228100000001,4670.0,1575.0
297,10/12/2019,GRAHAM AV-L,40.71459,-73.94410400000001,6966.0,4752.0
298,10/12/2019,GRAND ARMY PLAZ-23,40.675219,-73.971012,4393.0,1627.0
299,10/12/2019,GRAND ST-BD,40.718542,-73.994164,19101.0,11217.0
300,10/12/2019,GRAND ST-L,40.711874,-73.94067,4894.0,4864.0
301,10/12/2019,GRAND-NEWTOWN-MR,40.736998,-73.87724200000001,7823.0,3921.0
302,10/12/2019,GRANT AV-A,40.677107,-73.865376,3401.0,2856.0
303,10/12/2019,GRD CNTRL-42 ST-4567S,40.751849,-73.976945,135599.0,134542.0
304,10/12/2019,GREENPOINT AV-G,40.731324,-73.954425,11474.0,10176.0
305,10/12/2019,GROVE STREET-1,40.719876,-74.04261600000001,11898.0,10361.0
306,10/12/2019,GUN HILL RD-25,40.877796000000004,-73.86625500000001,4423.0,4553.0
307,10/12/2019,GUN HILL RD-5,40.877796000000004,-73.866341,1113.0,661.0
308,10/12/2019,HALSEY ST-J,40.686170000000004,-73.916337,4731.0,1895.0
309,10/12/2019,HALSEY ST-L,40.695607,-73.904021,5720.0,4104.0
310,10/12/2019,HARLEM 148 ST-3,40.823877,-73.93644300000001,2048.0,1744.0
311,10/12/2019,HARRISON-1,40.738879,-74.15553299999999,3144.0,3001.0
312,10/12/2019,HEWES ST-JM,40.706994,-73.95348100000001,2767.0,2124.0
313,10/12/2019,HIGH ST-AC,40.699315999999996,-73.990474,20470.0,13696.0
314,10/12/2019,HOUSTON ST-1,40.728202,-74.005344,18616.0,16776.0
315,10/12/2019,HOWARD BCH JFK-A,40.660476,-73.830301,7494.0,7800.0
316,10/12/2019,HOYT ST-23,40.690545,-73.985065,1466.0,2118.0
317,10/12/2019,HOYT ST-23,40.690546999999995,-73.985066,2073.0,1337.0
318,10/12/2019,HOYT-SCHER-ACG,40.688465,-73.985474,7296.0,6757.0
319,10/12/2019,HUNTERS PT AV-7,40.74238,-73.94888900000001,1167.0,1044.0
320,10/12/2019,HUNTS POINT AV-6,40.820889,-73.890567,3383.0,4369.0
321,10/12/2019,INTERVALE AV-25,40.822171999999995,-73.89674699999999,1742.0,1709.0
322,10/12/2019,INWOOD-207 ST-A,40.868045,-73.919921,102.0,134.0
323,10/12/2019,JACKSON AV-25,40.816505,-73.907797,2798.0,617.0
324,10/12/2019,JAMAICA 179 ST-F,40.712621999999996,-73.783815,16952.0,7672.0
325,10/12/2019,JAMAICA CENTER-EJZ,40.702131,-73.80111,24470.0,23724.0
326,10/12/2019,JAMAICA VAN WK-E,40.702566,-73.816859,4979.0,6200.0
327,10/12/2019,JAY ST-METROTEC-ACF,40.692338,-73.987342,28436.0,21584.0
